NEOG,Neogen Corporation Common Stock
NEON,Neonode Inc. Common Stock
NEOV,NeoVolta Inc. Common Stock
NEOVW,NeoVolta Inc. Warrant
NEPH,Nephros Inc. Common Stock
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares
NERV,Minerva Neurosciences Inc Common Stock
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares
NETDU,Nabors Energy Transition Corp. II Unit
NETDW,Nabors Energy Transition Corp. II Warrant
NEWT,NewtekOne Inc. Common Stock
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028
NEWTL,NewtekOne Inc. 5.75% Notes due 2024
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026
NEXI,NexImmune Inc. Common Stock
NEXT,NextDecade Corporation Common Stock
NFBK,Northfield Bancorp Inc. Common Stock (Delaware)
NFE,New Fortress Energy Inc. Class A Common Stock
NFLX,Netflix Inc. Common Stock
NFTG,The NFT Gaming Company Inc. Common Stock
NGM,NGM Biopharmaceuticals Inc. Common Stock
NGMS,NeoGames S.A. Ordinary Shares
NHTC,Natural Health Trends Corp. Common Stock
NICE,NICE Ltd American Depositary Shares
NICK,Nicholas Financial Inc. Common Stock
NIOBW,NioCorp Developments Ltd. Warrant
NIR,Near Intelligence Inc. Common Stock
NIRWW,Near Intelligence Inc. Warrant
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares
NIU,Niu Technologies American Depositary Shares
NKGN,NKGen Biotech Inc. Common Stock
NKLA,Nikola Corporation Common Stock
NKSH,National Bankshares Inc. Common Stock
NKTR,Nektar Therapeutics  Common Stock
NKTX,Nkarta Inc. Common Stock
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares
NLSPW,NLS Pharmaceutics Ltd. Warrant
NLTX,Neoleukin Therapeutics Inc. Common Stock
NMFC,New Mountain Finance Corporation Common Stock
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028
NMIH,NMI Holdings Inc. Class A Common Stock
NMRA,Neumora Therapeutics Inc. Common Stock
NMRD,Nemaura Medical Inc. Common Stock
NMRK,Newmark Group Inc. Class A Common Stock
NMTC,NeuroOne Medical Technologies Corporation Common Stock
NN,NextNav Inc. Common Stock
NNAG,99 Acquisition Group Inc. Class A Common Stock
NNAVW,NextNav Inc. Warrant
NNBR,NN Inc. Common Stock
NNDM,Nano Dimension Ltd. American Depositary Shares
NNOX,NANO-X IMAGING LTD Ordinary Shares
NODK,NI Holdings Inc. Common Stock
NOGN,Nogin Inc. Common Stock
NOGNW,Nogin Inc. Warrant
NOTV,Inotiv Inc. Common Stock
NOVT,Novanta Inc. Common Stock
NOVV,Nova Vision Acquisition Corp. Ordinary share
NOVVW,Nova Vision Acquisition Corp. Warrant
NPAB,New Providence Acquisition Corp. II Class A Common Stock
NPABU,New Providence Acquisition Corp. II Unit
NPABW,New Providence Acquisition Corp. II Warrant
NPCE,Neuropace Inc. Common Stock
NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share
NRACW,Northern Revival Acquisition Corporation Warrant
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock
NRC,National Research Corporation Common Stock (Delaware)
NRDS,NerdWallet Inc. Class A Common Stock
NRIM,Northrim BanCorp Inc Common Stock
NRIX,Nurix Therapeutics Inc. Common stock
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares
NRSNW,NeuroSense Therapeutics Ltd. Warrant
NRXP,NRX Pharmaceuticals Inc. Common Stock
NRXPW,NRX Pharmaceuticals Inc. Warrant
NSIT,Insight Enterprises Inc. Common Stock
NSPR,InspireMD Inc. Common Stock
NSSC,NAPCO Security Technologies Inc. Common Stock
NSTG,NanoString Technologies Inc. Common Stock
NSTS,NSTS Bancorp Inc. Common Stock
NSYS,Nortech Systems Incorporated Common Stock
NTAP,NetApp Inc. Common Stock
NTBL,Notable Labs Ltd. Ordinary Shares
NTCT,NetScout Systems Inc. Common Stock
NTES,NetEase Inc. American Depositary Shares
NTGR,NETGEAR Inc. Common Stock
NTIC,Northern Technologies International Corporation Common Stock
NTLA,Intellia Therapeutics Inc. Common Stock
NTNX,Nutanix Inc. Class A Common Stock
NTRA,Natera Inc. Common Stock
NTRB,Nutriband Inc. Common Stock
NTRBW,Nutriband Inc. Warrant
NTRS,Northern Trust Corporation Common Stock
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock
NTWK,NetSol Technologies Inc. Common  Stock
NUBI,Nubia Brand International Corp. Class A Common Stock
NUBIU,Nubia Brand International Corp. Unit
NUBIW,Nubia Brand International Corp. Warrant
NURO,NeuroMetrix Inc. Common Stock
NUTX,Nutex Health Inc. Common Stock
NUVL,Nuvalent Inc. Class A Common Stock
NUWE,Nuwellis Inc. Common Stock
NUZE,NuZee Inc. Common Stock
NVAC,NorthView Acquisition Corporation Common Stock
NVACR,NorthView Acquisition Corporation Rights
NVACW,NorthView Acquisition Corporation Warrant
NVAX,Novavax Inc. Common Stock
NVCR,NovoCure Limited Ordinary Shares
NVCT,Nuvectis Pharma Inc. Common Stock
NVDA,NVIDIA Corporation Common Stock
NVEC,NVE Corporation Common Stock
NVEE,NV5 Global Inc. Common Stock
NVEI,Nuvei Corporation Subordinate Voting Shares
NVFY,Nova Lifestyle Inc. Common Stock
NVIV,InVivo Therapeutics Holdings Corp Common Stock
NVMI,Nova Ltd. Ordinary Shares
NVNI,Nvni Group Limited Ordinary Shares
NVNIW,Nvni Group Limited Warrants
NVNO,enVVeno Medical Corporation Common Stock
NVOS,Novo Integrated Sciences Inc. Common Stock
NVTS,Navitas Semiconductor Corporation Common Stock
NVVE,Nuvve Holding Corp. Common Stock
NVVEW,Nuvve Holding Corp. Warrant
NVX,NOVONIX Limited American Depository Shares
NWBI,Northwest Bancshares Inc. Common Stock
NWE,NorthWestern Energy Group Inc. Common Stock
NWFL,Norwood Financial Corp. Common Stock
NWGL,Nature Wood Group Limited American Depositary Shares
NWL,Newell Brands Inc. Common Stock
NWLI,National Western Life Group Inc. Class A Common Stock
NWPX,Northwest Pipe Company Common Stock
NWS,News Corporation Class B Common Stock
NWSA,News Corporation Class A Common Stock
NWTN,NWTN Inc. Class B Ordinary Shares
NXGL,NexGel Inc Common Stock
NXGLW,NexGel Inc Warrant
NXL,Nexalin Technology Inc. Common Stock
NXLIW,Nexalin Technology Inc. Warrant
NXPI,NXP Semiconductors N.V. Common Stock
NXPL,NextPlat Corp Common Stock
NXPLW,NextPlat Corp Warrants
NXST,Nexstar Media Group Inc. Common Stock
NXT,Nextracker Inc. Class A Common Stock
NXTC,NextCure Inc. Common Stock
NXTP,NextPlay Technologies Inc. Common Stock
NXU,Nxu Inc. Class A Common Stock
NYAX,Nayax Ltd. Ordinary Shares
NYMT,New York Mortgage Trust Inc. Common Stock
NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share
NYXH,Nyxoah SA Ordinary Shares
OABI,OmniAb Inc. Common Stock
OABIW,OmniAb Inc. Warrant
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares
OAKUR,Oak Woods Acquisition Corporation Right
OAKUW,Oak Woods Acquisition Corporation Warrant
OB,Outbrain Inc. Common Stock
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares
OBLG,Oblong Inc. Common Stock
OBT,Orange County Bancorp Inc. Common Stock
OCAXW,OCA Acquisition Corp. Warrant
OCC,Optical Cable Corporation Common Stock
OCCI,OFS Credit Company Inc. Common Stock
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026
OCCIO,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock
OCEA,Ocean Biomedical Inc. Common Stock
OCEAW,Ocean Biomediacal Inc. Warrants
OCFC,OceanFirst Financial Corp. Common Stock
OCFCP,OceanFirst Financial Corp. Depositary Shares
OCG,Oriental Culture Holding LTD Ordinary Shares
OCGN,Ocugen Inc. Common Stock
OCS,Oculis Holding AG Ordinary shares
OCSL,Oaktree Specialty Lending Corporation Common Stock
OCTO,Eightco Holdings Inc. Common Stock
OCUL,Ocular Therapeutix Inc. Common Stock
OCUP,Ocuphire Pharma Inc. Common Stock
OCX,Oncocyte Corporation Common Stock
ODD,ODDITY Tech Ltd. Class A Ordinary Shares
ODFL,Old Dominion Freight Line Inc. Common Stock
ODP,The ODP Corporation Common Stock
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027
OESX,Orion Energy Systems Inc. Common Stock
OFIX,Orthofix Medical Inc. Common Stock (DE)
OFLX,Omega Flex Inc. Common Stock
OFS,OFS Capital Corporation Common Stock
OFSSH,OFS Capital Corporation 4.95% Notes due 2028
OGI,Organigram Holdings Inc. Common Shares
OHAA,OPY Acquisition Corp. I Class A Common Stock
OKTA,Okta Inc. Class A Common Stock
OKYO,OKYO Pharma Limited Ordinary Shares
OLB,The OLB Group Inc. Common Stock
OLED,Universal Display Corporation Common Stock
OLK,Olink Holding AB (publ) American Depositary Shares
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock
OLMA,Olema Pharmaceuticals Inc. Common Stock
OLPX,Olaplex Holdings Inc. Common Stock
OM,Outset Medical Inc. Common Stock
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS
OMCL,Omnicell Inc. Common Stock ($0.001 par value)
OMER,Omeros Corporation Common Stock
OMEX,Odyssey Marine Exploration Inc. Common Stock
OMGA,Omega Therapeutics Inc. Common Stock
OMH,Ohmyhome Limited Ordinary Shares
OMIC,Singular Genomics Systems Inc. Common Stock
OMQS,OMNIQ Corp. Common Stock
ON,ON Semiconductor Corporation Common Stock
ONB,Old National Bancorp Common Stock
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock
ONCT,Oncternal Therapeutics Inc. Common Stock
ONCY,Oncolytics Biotech Inc. Common Shares
ONDS,Ondas Holdings Inc. Common Stock
ONEW,OneWater Marine Inc. Class A Common Stock
ONFO,Onfolio Holdings Inc. Common Stock
ONMD,OneMedNet Corp Class A Common Stock
ONMDW,OneMedNet Corp Warrant
ONTX,Onconova Therapeutics Inc. Common Stock
ONVO,Organovo Holdings Inc. Common Stock
ONYX,Onyx Acquisition Co. I Class A Ordinary Shares
ONYXW,Onyx Acquisition Co. I Warrant
OP,OceanPal Inc. Common Stock
OPAL,OPAL Fuels Inc. Class A Common Stock
OPBK,OP Bancorp Common Stock
OPCH,Option Care Health Inc. Common Stock
OPEN,Opendoor Technologies Inc Common Stock
OPGN,OpGen Inc. Common Stock
OPHC,OptimumBank Holdings Inc. Common Stock
OPI,Office Properties Income Trust Common Shares of Beneficial Interest
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050
OPK,OPKO Health Inc. Common Stock
OPOF,Old Point Financial Corporation Common Stock
OPRA,Opera Limited American Depositary Shares
OPRT,Oportun Financial Corporation Common Stock
OPRX,OptimizeRx Corporation Common Stock
OPT,Opthea Limited American Depositary Shares
OPTN,OptiNose Inc. Common Stock
OPTX,Syntec Optics Holdings Inc. Class A Common Stock
OPTXW,Syntec Optics Holdings Inc. Warrant
OPXS,Optex Systems Holdings Inc. Common Stock
ORGN,Origin Materials Inc. Common Stock
ORGNW,Origin Materials Inc. Warrants
ORGO,Organogenesis Holdings Inc. Class A Common Stock
ORGS,Orgenesis Inc. Common Stock
ORIC,Oric Pharmaceuticals Inc. Common Stock
ORLY,O'Reilly Automotive Inc. Common Stock
ORMP,Oramed Pharmaceuticals Inc. Common Stock
ORRF,Orrstown Financial Services Inc Common Stock
ORTX,Orchard Therapeutics plc American Depositary Shares
OSA,ProSomnus Inc. Common Stock
OSBC,Old Second Bancorp Inc. Common Stock
OSIS,OSI Systems Inc. Common Stock (DE)
OSPN,OneSpan Inc. Common Stock
OSS,One Stop Systems Inc. Common Stock
OST,Ostin Technology Group Co. Ltd. Ordinary Shares
OSUR,OraSure Technologies Inc. Common Stock
OSW,OneSpaWorld Holdings Limited Common Shares
OTEC,OceanTech Acquisitions I Corp. Class A Common Stock
OTEX,Open Text Corporation Common Shares
OTLK,Outlook Therapeutics Inc. Common Stock
OTLY,Oatly Group AB American Depositary Shares
OTRK,Ontrak Inc. Common Stock
OTTR,Otter Tail Corporation Common Stock
OVBC,Ohio Valley Banc Corp. Common Stock
OVID,Ovid Therapeutics Inc. Common Stock
OVLY,Oak Valley Bancorp (CA) Common Stock
OXBR,Oxbridge Re Holdings Limited Ordinary Shares
OXBRW,Oxbridge Re Holdings Limited Warrant expiring 3/26/2024
OXLC,Oxford Lane Capital Corp. Common Stock
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031
OXLCM,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock
OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock
OXLCO,Oxford Lane Capital Corp. Preferred Stock Shares 6.00% Series 2029
OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027
OXSQ,Oxford Square Capital Corp. Common Stock
OXSQL,Oxford Square Capital Corp. 6.50% Notes due 2024
OXSQZ,Oxford Square Capital Corp. 6.25% Notes due 2026
OXUS,Oxus Acquisition Corp. Class A Ordinary Shares
OZK,Bank OZK Common Stock
OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests
PACB,Pacific Biosciences of California Inc. Common Stock
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests
PAHC,Phibro Animal Health Corporation Class A Common Stock
PALI,Palisade Bio Inc. Common Stock
PALT,Paltalk Inc. Common Stock
PANL,Pangaea Logistics Solutions Ltd. Common Shares
PANW,Palo Alto Networks Inc. Common Stock
PARA,Paramount Global Class B Common Stock
PARAA,Paramount Global Class A Common Stock
PARAP,Paramount Global 5.75% Series A Mandatory Convertible Preferred Stock
PASG,Passage Bio Inc. Common Stock
PATI,Patriot Transportation Holding Inc. Common Stock
PATK,Patrick Industries Inc. Common Stock
PAVM,PAVmed Inc. Common Stock
PAVMZ,PAVmed Inc. Series Z Warrant
PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares
PAX,Patria Investments Limited Class A Common Shares
PAYO,Payoneer Global Inc. Common Stock
PAYOW,Payoneer Global Inc. Warrant
PAYS,Paysign Inc. Common Stock
PAYX,Paychex Inc. Common Stock
PBAX,Phoenix Biotech Acquisition Corp. Class A Common Stock
PBBK,PB Bankshares Inc. Common Stock
PBFS,Pioneer Bancorp Inc. Common Stock
PBHC,Pathfinder Bancorp Inc. Common Stock (MD)
PBLA,Panbela Therapeutics Inc. Common Stock
PBPB,Potbelly Corporation Common Stock
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares
PBYI,Puma Biotechnology Inc Common Stock
PCAR,PACCAR Inc. Common Stock
PCB,PCB Bancorp Common Stock
PCH,PotlatchDeltic Corporation Common Stock
PCRX,Pacira BioSciences Inc. Common Stock
PCSA,Processa Pharmaceuticals Inc. Common Stock
PCT,PureCycle Technologies Inc. Common stock
PCTI,PCTEL Inc. Common Stock
PCTTW,PureCycle Technologies Inc. Warrant
PCTY,Paylocity Holding Corporation Common Stock
PCVX,Vaxcyte Inc. Common Stock
PCYO,Pure Cycle Corporation Common Stock
PDCO,Patterson Companies Inc. Common Stock
PDD,PDD Holdings Inc. American Depositary Shares
PDEX,Pro-Dex Inc. Common Stock
PDFS,PDF Solutions Inc. Common Stock
PDLB,Ponce Financial Group Inc. Common Stock
PDSB,PDS Biotechnology Corporation Common Stock
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock
PEBO,Peoples Bancorp Inc. Common Stock
PECO,Phillips Edison & Company Inc. Common Stock
PEGA,Pegasystems Inc. Common Stock
PEGR,Project Energy Reimagined Acquisition Corp. Class A Ordinary Share
PEGRU,Project Energy Reimagined Acquisition Corp. Unit
PEGRW,Project Energy Reimagined Acquisition Corp. Warrant
PEGY,Pineapple Energy Inc. Common Stock
PENN,PENN Entertainment Inc. Common Stock
PEP,PepsiCo Inc. Common Stock
PEPG,PepGen Inc. Common Stock
PEPLW,PepperLime Health Acquisition Corporation Warrrant
PERI,Perion Network Ltd. Ordinary Shares
PESI,Perma-Fix Environmental Services Inc. Common Stock
PET,Wag! Group Co. Common Stock
PETQ,PetIQ Inc. Class A Common Stock
PETS,PetMed Express Inc. Common Stock
PETV,PetVivo Holdings Inc. Common Stock
PETVW,PetVivo Holdings Inc. Warrant
PETZ,TDH Holdings Inc. Common Shares
PEV,Phoenix Motor Inc. Common Stock
PFBC,Preferred Bank Common Stock
PFC,Premier Financial Corp. Common Stock
PFG,Principal Financial Group Inc Common Stock
PFIE,Profire Energy Inc. Common Stock
PFIN,P & F Industries Inc. Class A Common Stock
PFIS,Peoples Financial Services Corp. Common Stock
PFMT,Performant Financial Corporation Common Stock
PFTA,Perception Capital Corp. III Class A Ordinary Share
PFTAU,Perception Capital Corp. III Unit
PFTAW,Perception Capital Corp. III Warrant
PFX,PhenixFIN Corporation Common Stock
PGC,Peapack-Gladstone Financial Corporation Common Stock
PGEN,Precigen Inc. Common Stock
PGNY,Progyny Inc. Common Stock
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares
PGYWW,Pagaya Technologies Ltd. Warrants
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares
PHAT,Phathom Pharmaceuticals Inc. Common Stock
PHIO,Phio Pharmaceuticals Corp. Common Stock
PHUN,Phunware Inc. Common Stock
PHUNW,Phunware Inc. Warrants
PHVS,Pharvaris N.V. Ordinary Shares
PHXM,PHAXIAM Therapeutics S.A.. American Depositary Shares
PI,Impinj Inc. Common Stock
PIII,P3 Health Partners Inc. Class A Common Stock
PIIIW,P3 Health Partners Inc. Warrant
PIK,Kidpik Corp. Common Stock
PINC,Premier Inc. Class A Common Stock
PIRS,Pieris Pharmaceuticals Inc. Common Stock
PIXY,ShiftPixy Inc. Common Stock
PKBK,Parke Bancorp Inc. Common Stock
PKOH,Park-Ohio Holdings Corp. Common Stock
PLAB,Photronics Inc. Common Stock
PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares
PLAOU,Patria Latin American Opportunity Acquisition Corp. Unit
PLAOW,Patria Latin American Opportunity Acquisition Corp. Warrant
PLAY,Dave & Buster's Entertainment Inc. Common Stock
PLBC,Plumas Bancorp
PLBY,PLBY Group Inc. Common Stock
PLCE,Children's Place Inc. (The) Common Stock
PLL,Piedmont Lithium Inc. Common Stock
PLMI,Plum Acquisition Corp. I Class A Ordinary Share
PLMR,Palomar Holdings Inc. Common stock
PLPC,Preformed Line Products Company Common Stock
PLRX,Pliant Therapeutics Inc. Common Stock
PLSE,Pulse Biosciences Inc Common Stock (DE)
PLTK,Playtika Holding Corp. Common Stock
PLTN,Plutonian Acquisition Corp. Common Stock
PLTNR,Plutonian Acquisition Corp. Rights
PLTNW,Plutonian Acquisition Corp. Warrant
PLUG,Plug Power Inc. Common Stock
PLUR,Pluri Inc. Common Stock
PLUS,ePlus inc. Common Stock
PLXS,Plexus Corp. Common Stock
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
PMCB,PharmaCyte  Biotech Inc. Common Stock
PMD,Psychemedics Corporation
PMEC,Primech Holdings Ltd. Ordinary Shares
PMGMU,Priveterra Acquisition Corp. II Unit
PMGMW,Priveterra Acquisition Corp. II Warrant to purchase Class A common stock
PMN,ProMIS Neurosciences Inc. Common Shares (ON)
PMTS,CPI Card Group Inc. Common Stock
PMVP,PMV Pharmaceuticals Inc. Common Stock
PNBK,Patriot National Bancorp Inc. Common Stock
PNFP,Pinnacle Financial Partners Inc. Common Stock
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B
PNRG,PrimeEnergy Resources Corporation Common Stock
PNT,POINT Biopharma Global Inc. Common Stock
PNTG,The Pennant Group Inc. Common Stock
POAI,Predictive Oncology Inc. Common Stock
POCI,Precision Optics Corporation Inc. Common stock
PODC,PodcastOne Inc. Common Stock
PODD,Insulet Corporation Common Stock
POET,POET Technologies Inc. Common Shares
POLA,Polar Power Inc. Common Stock
POOL,Pool Corporation Common Stock
POWI,Power Integrations Inc. Common Stock
POWL,Powell Industries Inc. Common Stock
POWW,AMMO Inc. Common Stock
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock
PPBI,Pacific Premier Bancorp Inc
PPBT,Purple Biotech Ltd. American Depositary Shares
PPC,Pilgrim's Pride Corporation Common Stock
PPHP,PHP Ventures Acquisition Corp. Class A Common Stock
PPHPW,PHP Ventures Acquisition Corp. Warrants
PPIH,Perma-Pipe International Holdings Inc. Common Stock
PPSI,Pioneer Power Solutions Inc. Common Stock
PPTA,Perpetua Resources Corp. Common Shares
PRAA,PRA Group Inc. Common Stock
PRAX,Praxis Precision Medicines Inc. Common Stock
PRCH,Porch Group Inc. Common Stock
PRCT,PROCEPT BioRobotics Corporation Common Stock
PRDO,Perdoceo Education Corporation Common Stock
PRE,Prenetics Global Limited Class A Ordinary Share
PRENW,Prenetics Global Limited Warrant
PRFT,Perficient Inc. Common Stock
PRFX,PainReform Ltd. Ordinary Shares
PRGS,Progress Software Corporation Common Stock (DE)
PRLD,Prelude Therapeutics Incorporated Common Stock
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares
PRLHU,Pearl Holdings Acquisition Corp Unit
PRLHW,Pearl Holdings Acquisition Corp Warrant
PRME,Prime Medicine Inc. Common Stock
PROC,Procaps Group S.A. Ordinary Shares
PROCW,Procaps Group S.A. Warrants
PROF,Profound Medical Corp. Common Stock
PROK,ProKidney Corp. Class A Ordinary Shares
PROV,Provident Financial Holdings Inc. Common Stock
PRPH,ProPhase Labs Inc. Common Stock (DE)
PRPL,Purple Innovation Inc. Common Stock
PRPO,Precipio Inc.  Common Stock
PRQR,ProQR Therapeutics N.V. Ordinary Shares
PRSO,Peraso Inc. Common Stock
PRSR,Prospector Capital Corp. Class A Ordinary Shares
PRSRU,Prospector Capital Corp. Unit
PRSRW,Prospector Capital Corp. Warrants
PRST,Presto Automation Inc. Common Stock
PRSTW,Presto Automation Inc. Warrant
PRTA,Prothena Corporation plc Ordinary Shares
PRTC,PureTech Health plc American Depositary Shares
PRTG,Portage Biotech Inc. Common Stock
PRTH,Priority Technology Holdings Inc. Common Stock
PRTS,CarParts.com Inc. Common Stock
PRVA,Privia Health Group Inc. Common Stock
PRZO,ParaZero Technologies Ltd. Ordinary Shares
PSEC,Prospect Capital Corporation Common Stock
PSHG,Performance Shipping Inc. Common Shares
PSMT,PriceSmart Inc. Common Stock
PSNL,Personalis Inc. Common Stock
PSNY,Polestar Automotive Holding UK PLC Class A ADS
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)
PSTV,PLUS THERAPEUTICS Inc. Common Stock
PSTX,Poseida Therapeutics Inc. Common Stock
PT,Pintec Technology Holdings Limited American Depositary Shares
PTC,PTC Inc. Common Stock
PTCT,PTC Therapeutics Inc. Common Stock
PTEN,Patterson-UTI Energy Inc. Common Stock
PTGX,Protagonist Therapeutics Inc. Common Stock
PTHR,Pono Capital Three Inc. Class A Ordinary Shares
PTHRW,Pono Capital Three Inc. Warrant
PTIX,Protagenic Therapeutics Inc. Common Stock
PTLO,Portillo's Inc. Class A Common Stock
PTMN,Portman Ridge Finance Corporation Common Stock
PTON,Peloton Interactive Inc. Class A Common Stock
PTPI,Petros Pharmaceuticals Inc. Common Stock
PTSI,P.A.M. Transportation Services Inc. Common Stock
PTVE,Pactiv Evergreen Inc. Common stock
PTWOW,Pono Capital Two Inc. Warrants
PUBM,PubMatic Inc. Class A Common Stock
PUCK,Goal Acquisitions Corp. Common Stock
PUCKU,Goal Acquisitions Corp. Unit
PUCKW,Goal Acquisitions Corp. Warrant
PULM,Pulmatrix Inc. Common Stock
PUYI,Puyi Inc. American Depository Shares
PVBC,Provident Bancorp Inc. (MD) Common Stock
PWFL,PowerFleet Inc. Common Stock
PWM,Prestige Wealth Inc. Ordinary Shares
PWOD,Penns Woods Bancorp Inc. Common Stock
PWP,Perella Weinberg Partners Class A Common Stock
PWUP,PowerUp Acquisition Corp. Class A Ordinary Shares
PXDT,Pixie Dust Technologies Inc. American Depositary Shares
PXLW,Pixelworks Inc.  Common Stock
PXMD,PaxMedica Inc. Common Stock
PXS,Pyxis Tankers Inc. Common Stock
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares
PXSAW,Pyxis Tankers Inc. Warrant
PYCR,Paycor HCM Inc. Common Stock
PYPD,PolyPid Ltd. Ordinary Shares
PYPL,PayPal Holdings Inc. Common Stock
PYXS,Pyxis Oncology Inc. Common Stock
PZZA,Papa John's International Inc. Common Stock
QCOM,QUALCOMM Incorporated Common Stock
QCRH,QCR Holdings Inc. Common Stock
QDEL,QuidelOrtho Corporation Common Stock
QDROW,Quadro Acquisition One Corp.  Warrant
QETA,Quetta Acquisition Corporation Common Stock
QETAR,Quetta Acquisition Corporation Right
QFIN,Qifu Technology Inc. American Depositary Shares
QH,Quhuo Limited American Depository Shares
QIPT,Quipt Home Medical Corp. Common Shares
QLGN,Qualigen Therapeutics Inc. Common Stock
QLI,Qilian International Holding Group Ltd. Ordinary Shares
QLYS,Qualys Inc. Common Stock
QMCO,Quantum Corporation Common Stock
QNCX,Quince Therapeutics Inc. Common Stock
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares
QNST,QuinStreet Inc. Common Stock
QOMO,Qomolangma Acquisition Corp. Common Stock
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest
QRHC,Quest Resource Holding Corporation Common Stock
QRTEA,Qurate Retail Inc. Series A Common Stock
QRTEB,Qurate Retail Inc. Series B Common Stock
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock
QRVO,Qorvo Inc. Common Stock
QSG,QuantaSing Group Limited American Depositary Shares
QSI,Quantum-Si Incorporated Class A Common Stock
QSIAW,Quantum-Si Incorporated Warrant
QTRX,Quanterix Corporation Common Stock
QUBT,Quantum Computing Inc. Common Stock
QUIK,QuickLogic Corporation Common Stock
QURE,uniQure N.V. Ordinary Shares
RAIL,FreightCar America Inc. Common Stock
RAIN,Rain Oncology Inc. Common Stock
RAND,Rand Capital Corporation Common Stock
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock
RAPT,RAPT Therapeutics Inc. Common Stock
RARE,Ultragenyx Pharmaceutical Inc. Common Stock
RAVE,Rave Restaurant Group Inc. Common Stock
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares
RBB,RBB Bancorp Common Stock
RBBN,Ribbon Communications Inc. Common Stock
RBCAA,Republic Bancorp Inc. Class A Common Stock
RBKB,Rhinebeck Bancorp Inc. Common Stock
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock
RCACW,Revelstone Capital Acquisition Corp. Warrant
RCAT,Red Cat Holdings Inc. Common Stock
RCEL,Avita Medical Inc. Common Stock
RCKT,Rocket Pharmaceuticals Inc. Common Stock
